Volt,Volt
36,2
36,2
36,2
36,2
36,2
36,2
36,2
404,2
20,2
36,2
36,2
404,2
396,2
28,2
32,2
32,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
400,2
28,2
32,2
32,2
400,2
28,2
32,2
32,2
32,2.2
36,2.2
32,2
36,2.4
36,2.2
36,2
36,2.2
408,2.2
396,2
28,2.2
32,2.2
408,2.2
396,2.2
28,2.4
28,2.4
32,2.2
32,2.2
32,2.2
32,2.4
36,2.2
32,2.2
36,2.2
36,2.4
400,2.4
20,2.4
28,2.4
32,2.4
400,2.4
396,2.4
28,2.4
28,2.2
28,2.4
32,2.4
32,2.4
32,2.4
32,2.4
32,2.4
36,2.4
404,2.4
396,2.4
28,2.4
28,2.4
32,2.4
396,2.4
12,2.4
28,2.4
28,2.4
28,2.4
28,2.4
28,2.4
28,2.4
32,2.4
32,2.4
32,2.4
396,2.4
396,2.4
28,2.4
28,2.4
400,2.4
396,2.4
24,2.4
28,2.6
28,2.4
28,2.4
28,2.4
28,2.4
28,2.4
32,2.4
32,2.4
400,2.4
396,2.4
20,2.4
28,2.4
28,2.4
396,2.4
396,2.4
28,2.6
28,2.4
28,2.4
28,2.4
28,2.4
28,2.6
28,2.4
28,2.6
28,2.4
396,2.4
396,2.4
24,2.6
28,2.4
396,2.6
396,2.6
36,2.6
28,2.6
28,2.4
28,2.4
28,2.4
28,2.4
28,2.6
28,2.6
28,2.4
328,2.6
396,2.6
392,2.6
28,2.6
28,2.6
396,2.6
392,2.6
16,2.8
24,2.8
28,2.6
28,2.6
28,2.6
28,2.8
28,2.6
28,2.6
28,2.6
396,2.6
396,2.6
8,2.6
28,2.6
104,2.8
396,2.6
388,2.8
24,2.8
28,2.6
28,2.6
28,2.6
28,2.6
28,2.8
28,2.6
28,2.6
112,2.6
396,2.8
392,2.6
20,2.8
24,2.8
396,2.8
388,2.8
388,3
20,2.8
24,2.6
24,2.6
24,2.8
28,2.8
28,2.8
28,2.6
28,2.8
396,2.8
392,2.6
388,2.8
20,2.8
28,2.8
396,2.8
388,2.8
8,3
20,3
24,2.8
24,2.8
28,2.8
28,3
28,3
28,2.8
28,2.8
392,2.8
388,3
16,3
24,3
396,2.8
388,3
388,3
12,3
20,2.8
24,3
24,3
24,3
28,3
28,3
28,3
396,3
392,3
388,3
16,3
24,3
392,3.2
388,3
388,3.2
16,3.2
20,3
24,3
24,3
24,3.2
24,3
24,3
28,3
388,3
388,3
388,3
20,3
140,3
388,3.2
384,3.2
384,3.2
16,3.4
20,3
24,3
24,3
24,3
24,3.4
24,3
396,3
388,3.2
388,3.2
12,3.2
20,3.2
392,3.4
388,3.2
384,3.4
16,3.4
16,3
20,3
20,3
24,3.4
24,3.2
24,3.4
24,3.4
388,3.2
388,3.4
388,3.4
16,3.4
20,3.4
388,3.4
384,3.2
384,3.4
12,3.4
16,3
16,3.2
20,3.4
20,3.4
24,3.4
24,3.2
396,3.4
388,3.4
384,3.4
384,3.4
16,3.4
396,3.4
384,3.4
384,3.4
380,3.4
16,3.4
16,3.4
16,3.4
20,3.2
20,3.4
20,3.4
24,3.4
388,3.4
388,3.4
384,3.4
8,3.4
16,3.4
388,3.4
380,3.4
380,3.4
0,3.4
16,3.2
16,3.4
16,3.4
20,3.6
20,3.4
20,3.4
388,3.4
384,3.4
384,3.4
380,3.4
12,3.4
60,3.4
384,3.6
380,3.6
380,3.4
8,3.6
12,3.4
16,3.4
16,3.4
16,3.6
20,3.4
20,3.6
388,3.4
380,3.4
380,3.4
20,3.4
16,3.6
388,3.4
380,3.4
380,3.6
376,3.6
8,3.8
12,3.4
16,3.6
16,3.8
16,3.6
16,3.6
388,3.4
384,3.6
380,3.6
380,3.6
8,3.6
16,3.6
384,3.6
380,3.8
380,3.8
376,3.8
8,3.4
12,3.6
12,3.6
16,3.8
16,3.8
16,3.8
384,3.6
380,3.8
380,3.8
376,3.8
8,3.8
256,3.8
380,3.8
376,3.8
376,3.8
0,3.8
8,3.6
8,3.6
12,3.6
12,3.8
16,3.8
388,3.8
380,3.8
380,3.8
376,3.8
4,3.8
8,3.8
384,3.8
380,4
376,3.8
372,3.8
4,3.8
8,3.8
12,3.8
12,4.2
16,3.8
16,4
384,3.8
380,3.8
376,3.8
372,4
8,4
12,3.8
380,4
380,4
372,4
372,4
4,3.8
8,3.8
8,3.8
12,4
16,4
388,4
380,4
376,4
376,4
372,4.2
8,4
260,4
376,4.2
376,4
372,4
372,4
4,3.8
8,3.8
8,4.2
8,4.2
12,4.2
380,4.2
376,4
372,4
372,4.2
0,4.2
8,4.2
380,4.2
372,4.2
372,4.2
372,4.2
-8,3.8
8,4
8,4
8,4.2
8,4.2
384,4.2
376,4.2
372,4.2
372,4.2
356,4.2
8,4.2
8,4.2
380,4.2
376,4.2
372,4.2
368,4.4
-4,4.2
8,4.2
8,4.2
8,4.2
8,4.2
380,4.2
376,4.4
372,4.2
368,4.2
0,4.2
8,4.2
144,4.2
372,4.2
372,4.4
368,4.4
368,4.4
0,4.2
8,4.2
8,4.4
8,4.4
384,4.4
372,4.2
372,4.4
372,4.2
320,4.4
0,4.4
8,4.4
380,4.4
372,4.4
372,4.6
368,4.4
364,4.2
0,4.4
4,4.2
8,4.4
8,4.6
372,4.4
372,4.4
368,4.4
364,4.4
64,4.6
4,4.4
8,4.6
380,4.4
372,4.6
368,4.4
368,4.6
-16,4.4
0,4.4
4,4.2
8,4.6
380,4.6
372,4.6
368,4.6
368,4.6
368,4.6
0,4.6
4,4.6
20,4.6
372,4.6
368,4.6
364,4.6
364,4.4
-4,4.6
0,4.6
4,4.6
4,4.6
372,4.6
372,4.6
368,4.6
364,4.6
72,4.6
0,4.6
4,4.6
380,4.6
372,4.8
368,4.8
364,4.8
364,4.6
-4,4.6
0,4.6
4,4.8
380,4.8
368,4.8
368,4.8
364,4.6
364,4.6
-4,4.6
0,4.6
4,5
372,4.8
368,4.8
364,4.8
364,4.8
364,4.6
0,4.6
4,4.8
4,4.8
368,4.6
364,4.8
364,5
364,4.8
172,4.8
0,5
0,4.8
0,5
372,5
364,5
364,5
364,4.6
-16,4.8
0,4.8
0,5
376,5
364,5
364,5
364,5
364,5
-8,5
-4,4.8
0,5
376,5
368,5
364,5
364,5
364,5
-8,5
0,5
0,5
368,5
364,5
364,5
364,5
328,5
-4,5
0,5
0,5
372,5
364,5
364,5
364,4.8
364,5
-8,5
0,5
372,5
364,5
364,5
364,5
364,5
-12,5
-4,5
-4,5
0,5.2
368,5
364,5
364,5.2
364,5
364,5
-4,5
0,5.4
364,5
364,5
364,5.2
364,5.2
360,5.2
-8,5.2
-4,5.2
-4,5.2
372,5.2
364,5.4
364,5.4
364,5
364,5
-24,5.2
-4,5.2
368,5.2
364,5.4
364,5.2
360,5.4
360,5.4
-16,5.2
-8,5.4
-4,5.4
0,5.4
364,5.4
364,5.4
364,5.4
364,5
360,5.4
-8,5.4
-4,5.4
364,5.4
364,5.4
364,5.4
360,5.4
356,5.4
-12,5.4
-8,5.4
-4,5.4
-4,5.4
364,5.6
364,5.4
364,5.6
364,5.4
360,5.4
-8,5.4
364,5.6
364,5.4
360,5.4
356,5.4
356,5.6
136,5.4
-8,5.6
-8,5.4
-4,5.6
372,5.8
364,5.8
364,5.6
364,5.2
360,5.6
360,5.4
4,5.4
360,5.6
360,5.4
360,5.4
360,5.6
356,5.6
-16,5.6
-8,5.6
-8,5.8
-8,5.6
364,5.8
364,5.8
364,5.8
360,5.6
360,5.6
-16,5.6
364,5.6
360,5.8
360,5.8
360,5.8
360,5.8
352,5.8
-12,5.8
-8,5.8
-8,5.8
-8,5.8
364,5.8
364,5.8
364,5.4
364,5.6
360,5.8
0,5.8
360,5.8
360,5.8
356,5.8
356,5.8
356,5.8
-24,5.8
-12,5.8
-8,5.8
-8,5.8
372,5.8
364,5.8
360,5.8
360,5.8
360,5.8
356,5.8
356,5.8
356,5.8
356,6
356,5.8
356,5.8
356,5.8
-16,5.8
-12,5.8
-8,5.8
-8,6
368,6
364,6.2
360,6
360,5.8
356,6
360,5.8
356,5.8
356,5.8
356,5.8
356,6
356,5.8
-24,6
-16,5.8
-12,6
-12,6
-8,6
364,6
364,6
360,5.8
356,6
360,6
360,5.8
356,6.2
356,6
356,6
356,6
356,6
-20,6
-16,6
-12,6.2
-8,6.2
372,6.2
364,6.2
364,6.2
356,6
360,6
360,6
-16,6
-8,6.2
356,6.2
360,6
356,6
356,6.2
356,6.2
356,6
356,6.2
356,6.2
356,6.2
356,6.2
352,6
356,6
-24,6.2
-16,6.2
-16,6.2
368,6.2
356,6.2
356,6.2
356,6.2
356,6.2
356,6.2
352,6.4
356,6.2
352,6.4
356,6.4
352,6.4
352,6.2
352,6.4
-24,6.2
-16,6.2
-16,6.6
360,6.2
356,6.2
356,6.2
356,6.2
352,6.4
352,6.4
352,6.2
352,6
352,6.2
352,6.2
352,6.2
348,6.2
-28,6.4
-24,6.6
-20,6.6
364,6.6
360,6.6
356,6.6
352,6.6
352,6.6
352,6.6
352,6.6
352,6.4
352,6.2
352,6.2
352,6.4
348,6.4
348,6.6
-24,6.6
-24,6.4
-20,6.6
360,6.6
356,6.6
352,6.6
352,6.6
352,6.6
352,6.6
348,6.6
348,6.4
352,6.4
348,6.4
348,6.4
348,6.6
348,6.6
-24,6.6
-24,6.6
244,6.6
356,6.8
352,6.6
352,6.8
348,6.8
348,6.8
348,6.6
348,6.6
348,6.6
348,6.6
348,6.6
348,6.6
348,6.6
-28,6.6
-24,6.6
-24,6.6
356,6.8
356,6.8
352,7
348,6.8
352,7
348,7
348,6.6
348,6.6
348,6.6
348,6.6
348,6.6
344,6.6
344,6.6
-28,6.8
-24,6.6
-12,7
352,6.8
348,7
348,7
348,7
348,7
348,6.8
348,6.6
348,6.6
348,6.6
348,6.6
348,6.6
348,6.8
348,6.8
-28,6.8
-24,7
356,7
348,7
348,7
348,7
348,7
348,7
348,7
348,6.8
348,6.6
348,6.6
344,6.6
344,7
348,6.8
-32,7
-28,7
-24,7
352,7
348,7
348,7
348,7
348,7
348,7
348,6.8
348,6.6
344,6.6
344,7
344,6.8
344,6.8
344,7
-28,7
-28,7
336,7
348,7
344,7.2
348,7.2
348,7
344,7.2
348,7
344,7
344,7
344,6.8
344,6.8
344,7
344,7
344,7
-28,7
-28,7
352,7
348,7
348,7.2
344,7.4
344,7
344,7
344,7
344,7
344,7
344,7
344,7
344,7
344,7
-28,7
-28,7
136,7.2
348,7.2
344,7.4
344,7.4
344,7.2
344,7.4
344,7.2
344,7.2
344,7
344,7
344,7
344,7
344,7
344,7
-28,7.2
-28,7
352,7
348,7.2
348,7.2
344,7.4
344,7.4
344,7.2
344,7.2
344,7
344,7
344,7
344,7
344,7
344,7
344,7.2
-28,7.2
-28,7.4
348,7.2
344,7.4
344,7.4
344,7.4
344,7.4
344,7.2
344,7.2
344,7
344,7
344,7
344,7.2
344,7
344,7
-40,7.2
-28,7.2
336,7.4
344,7.4
344,7.4
344,7.4
344,7.4
344,7.4
344,7.4
344,7.2
344,7
344,7
344,7
344,7.2
340,7
340,7.2
-36,7.2
-28,7.2
348,7.4
344,7.4
344,7.4
344,7.4
344,7.4
344,7.4
340,7.2
344,7.2
344,7.2
344,7
340,7
336,7
340,7.2
140,7.4
-32,7.4
160,7.4
344,7.4
344,7.4
344,7.4
344,7.4
344,7.4
344,7.2
344,7.4
340,7.2
340,7.2
336,7
336,7
340,7.2
336,7.4
-44,7.4
-32,7.4
348,7.4
344,7.4
344,7.4
344,7.4
344,7.4
340,7.4
344,7.4
336,7.2
340,7.4
340,7.4
340,7
336,7.2
336,7.2
340,7.2
-36,7.4
-28,7.4
344,7.4
344,7.4
340,7.4
336,7.4
340,7.4
340,7.4
336,7.4
336,7.2
340,7.2
336,7
336,7.2
336,7.2
336,7.2
-24,7.4
-36,7.4
288,7.4
344,7.4
340,7.4
340,7.4
340,7.4
340,7.4
336,7.4
336,7.4
336,7.2
336,7.2
336,7.2
336,7.2
336,7.2
336,7.2
-44,7.4
-32,7.4
344,7.4
344,7.4
340,7.4
344,7.4
336,7.4
336,7.4
336,7.4
336,7.4
336,7.2
336,7
336,7.2
336,7.2
336,7.2
336,7.4
-36,7.4
68,7.4
344,7.4
340,7.4
336,7.4
336,7.4
336,7.4
336,7.4
336,7.4
336,7.2
336,7.2
336,7
336,7.2
336,7.2
336,7.2
-56,7.4
-36,7.4
312,7.4
340,7.4
336,7.4
336,7.4
336,7.4
336,7.4
336,7.4
336,7.4
336,7.2
336,7.2
336,7
336,7
336,7.2
336,7.2
-44,7.4
-40,7.4
340,7.4
336,7.4
336,7.4
340,7.4
336,7.4
336,7.4
336,7.2
336,7.2
336,7.4
336,7.2
336,7.2
336,7
336,7.2
336,7.4
-44,7.4
108,7.4
336,7.4
336,7.4
336,7.4
336,7.4
336,7.4
336,7.2
336,7.2
336,7
336,7
336,7
336,7
332,7
336,7
-44,7.4
-40,7.4
336,7.4
336,7.2
336,7.4
336,7.4
336,7.2
336,7.4
336,7.2
336,7.2
336,7
332,7
332,7
332,7
332,7
332,7
-44,7.2
0,7.2
336,7.2
336,7.2
336,7.4
336,7.4
336,7.2
332,7.2
332,7
332,7
336,7
336,7
332,7
336,7
328,7
-28,7.2
-44,7.2
64,7.2
336,7
336,7.2
336,7.2
328,7.2
336,7.2
332,7.2
336,7.2
332,7
332,7
332,7
332,7
328,7
332,7
-52,7
-44,7.2
336,7
336,7
336,7.2
336,7.2
332,7.2
336,7
332,7
332,7
332,7
328,7
332,7
328,7
328,7
328,7
-44,7
0,7
336,7
336,7.2
336,7.2
332,7.2
336,7
332,7
328,7
332,7
328,6.8
332,6.8
328,6.8
328,6.8
328,7
-60,7
-44,7
24,7
336,7
332,7
336,7
328,7
332,7
332,7
328,7
328,6.8
328,6.8
328,6.8
328,6.8
328,6.8
280,6.8
-48,7
-44,7
344,6.8
332,7
332,7
332,7
328,7
328,7
328,7
328,6.6
328,6.8
328,6.6
328,6.6
328,6.8
328,6.8
132,6.8
-44,6.8
-40,7
336,7
332,7
332,7
328,7
328,7
328,7
328,6.8
328,6.6
332,6.6
328,6.6
328,6.6
328,6.6
320,6.6
-52,6.8
-44,6.8
-28,6.6
336,7
332,7
328,6.8
328,6.8
328,7
328,6.6
328,6.6
328,6.6
328,6.6
324,6.6
328,6.6
328,6.6
128,6.8
-48,6.8
-44,6.8
336,6.8
332,6.8
328,6.8
328,7
328,6.8
328,6.6
328,6.6
328,6.6
328,6.6
328,6.6
328,6.6
324,6.6
324,6.6
-56,6.6
-52,6.6
-44,6.6
336,6.8
332,6.8
328,6.8
328,6.8
336,6.8
328,6.6
328,6.6
328,6.6
328,6.6
328,6.6
324,6.6
324,6.6
128,6.6
-52,6.6
-48,6.6
-40,6.6
332,6.6
328,6.8
328,6.8
328,6.6
328,6.6
328,6.6
328,6.6
328,6.6
324,6.6
328,6.6
324,6.6
324,6.6
-48,6.6
-48,6.6
-48,6.6
336,6.6
328,6.6
328,6.6
328,6.6
328,6.6
324,6.6
324,6.6
324,6.4
328,6.6
324,6.6
324,6.6
324,6.6
276,6.6
-52,6.6
-52,6.6
-44,6.6
332,6.6
328,6.6
328,6.6
328,6.6
328,6.6
324,6.6
328,6.6
324,6.4
324,6.4
324,6.2
324,6.2
324,6.4
32,6.4
-52,6.6
-48,6.4
96,6.6
328,6.6
328,6.6
328,6.6
328,6.4
320,6.4
324,6.4
324,6.4
324,6.4
324,6.2
324,6.2
324,6.2
320,6.2
-52,6.2
-52,6.4
-48,6.4
336,6.4
328,6.4
328,6.4
328,6.4
324,6.2
320,6.4
324,6.2
324,6.2
324,6.2
320,6.2
320,6.2
320,6.2
48,6.2
-52,6.2
-52,6.2
-48,6.2
328,6.4
328,6.2
328,6.2
328,6.2
324,6.2
324,6.2
324,6.2
324,6.2
324,6
324,6.2
320,6
320,6.2
-60,6.2
-52,6.2
-52,6.2
232,6.2
328,6.2
328,6.2
328,6.2
324,6.2
324,6
324,6
320,6
324,6
320,6
320,6
320,6
128,6
-52,6
-52,6
-52,6
336,6.2
328,6
328,6.2
324,6
324,6
328,6
324,6
320,5.8
320,5.8
320,5.8
320,6
320,6
-60,5.8
-52,6
-52,5.8
-48,6
328,6
328,6
328,6
324,6
324,5.8
320,5.8
320,6
324,5.8
320,5.8
320,5.8
320,5.8
320,5.8
-52,6
-52,5.8
-52,5.8
-48,5.8
328,5.8
324,5.8
324,5.8
324,5.8
324,5.8
320,5.8
320,5.8
320,5.8
320,5.8
320,5.6
320,5.8
-60,5.8
-52,5.8
-52,5.8
-52,5.8
332,5.8
328,5.8
324,5.8
324,5.8
324,5.6
324,5.8
324,5.6
320,5.6
320,5.6
320,5.6
320,5.6
320,5.6
-56,5.6
-52,5.8
-52,5.8
-48,5.8
328,5.8
324,5.8
324,5.8
320,5.6
324,5.6
312,5.6
320,5.6
320,5.4
320,5.6
320,5.4
320,5.4
-60,5.6
-52,5.6
-52,5.4
-52,5.6
-52,5.6
328,5.6
328,5.6
324,5.4
324,5.4
320,5.4
320,5.4
320,5.4
320,5.4
320,5.4
320,5.4
320,5.4
-60,5.6
-52,5.4
-52,5.4
-52,5.4
328,5.6
328,5.4
324,5.6
324,5.4
324,5.4
320,5.4
320,5.4
320,5.4
320,5.4
320,5.4
320,5.4
-8,5.4
-56,5.4
-52,5.2
328,5.4
320,5.4
320,5.4
320,5.4
320,5.4
-60,5.4
-52,5.4
-52,5.4
-52,5
-48,5.2
328,5
328,5.2
324,5.2
320,5.2
324,5.4
320,5.2
320,5.2
320,5.4
320,5.4
320,5.4
320,5.2
-60,5.4
-52,5.2
-52,5.2
-48,5.2
336,5.2
328,5
324,5
320,5
320,5.2
320,5
320,5.2
320,5.4
320,5.2
320,5.2
316,5
-64,5
-52,5
-52,5.2
-52,5.2
-48,5
328,5
324,5
324,5
320,5
320,5
320,5
320,5
320,5
320,5
320,5
316,5
-60,5
-52,5
-52,5
-52,5
-52,5
328,5
324,5
320,5
320,5
320,5
320,5
320,5
320,5
320,5
316,5
-64,5
-52,5
-52,5
-52,5
-52,5
60,5
324,5
324,4.8
320,5
320,5
320,4.8
320,4.8
320,5
316,4.8
316,4.8
320,4.8
-60,4.8
-52,4.8
-52,5
-52,4.8
-52,5
332,5
324,5
320,4.8
320,5
320,4.8
320,4.8
320,4.6
320,4.6
316,4.6
316,4.8
-68,4.6
-60,4.8
-56,4.8
-52,4.8
-52,4.8
-52,4.8
328,4.8
324,4.6
320,4.8
320,4.6
320,4.6
320,4.6
320,4.6
316,4.6
316,4.6
316,4.6
-64,4.6
-64,4.6
-56,4.6
-52,4.6
-52,4.6
-52,4.6
324,4.6
324,4.6
320,4.6
320,4.6
320,4.6
320,4.6
316,4.6
320,4.6
316,4.4
-72,4.6
-60,4.4
-56,4.6
-52,4.6
-52,4.6
-52,4.6
332,4.6
324,4.4
320,4.6
320,4.6
320,4.6
320,4.4
320,4.4
316,4.4
312,4.4
312,4.4
-60,4.4
-56,4.4
-52,4.4
-52,4.4
-52,4.4
-52,4.4
328,4.6
324,4.4
320,4.4
320,4.4
320,4.4
320,4.4
316,4.2
316,4.4
316,4.4
164,4.4
-60,4.2
-52,4.2
-52,4.4
-52,4.4
-52,4.4
-52,4.4
328,4.4
320,4.2
320,4.4
320,4.2
320,4.4
320,4
316,4.4
312,4.2
316,4.2
-68,4.2
-56,4.2
-52,4.2
-52,4.2
-52,4.2
-52,4.2
336,4.2
324,4.2
320,4.2
320,4.2
320,4.2
320,4
320,4
316,4.2
312,4
312,4
-60,4
-56,4
-56,4
-52,4.2
-52,4.2
-52,4.2
332,4
324,4
320,4.2
320,4.2
320,4.2
320,3.8
320,3.8
316,4
312,3.8
-64,4
-60,3.8
-52,4
-52,3.8
-52,3.8
-52,4
-52,4
328,3.8
320,3.8
320,3.8
320,3.8
320,3.8
320,3.8
316,3.8
316,3.8
312,3.8
-60,3.8
-60,3.8
-56,3.6
-52,3.8
-52,3.8
-52,3.8
-52,3.8
324,3.8
324,3.8
320,3.8
320,3.8
320,3.8
320,3.4
316,3.6
312,3.4
-64,3.6
-60,3.6
-52,3.6
-52,3.6
-52,3.6
-52,3.6
-52,3.8
328,3.6
324,3.6
320,3.6
320,3.6
320,3.4
320,3.4
316,3.4
316,3.4
312,3.4
-60,3.4
-56,3.4
-52,3.4
-52,3.4
-52,3.6
-52,3.4
-52,3.6
328,3.4
320,3.6
320,3.4
320,3.4
320,3.4
320,3.4
316,3.2
316,3.2
-64,3.4
-60,3.4
-56,3.4
-52,3.4
-52,3.4
-52,3.4
-52,3.4
-52,3.4
324,3.4
320,3.4
320,3.4
320,3.4
316,3
316,3.2
316,3.2
312,3.4
-60,3.2
-56,3.2
-56,3.2
-52,3.4
-52,3.2
-52,3.4
-52,3.4
296,3
324,3.2
324,3.4
320,3.4
320,3.2
320,3
316,3
316,3.2
-68,3
-56,3
-56,3
-52,3.2
-52,3.2
-52,3.2
-52,3.2
-52,3
332,3
324,3.2
320,3
320,3
320,3
316,3
312,3
312,3
-60,3
-56,3
-56,3
-52,3
-52,3
-52,3
-52,3
-52,3
324,3
320,3
320,3
320,3
320,2.8
316,2.8
316,2.8
-68,2.8
-56,2.8
-56,3
-56,2.8
-52,3
-52,3
-52,3
-52,2.8
-52,3
328,2.8
320,3
320,2.8
320,2.8
320,2.6
316,2.8
316,2.8
-60,2.8
-56,2.8
-52,2.6
-52,2.8
-52,2.8
-52,2.8
-52,2.8
-52,2.8
336,2.8
324,2.8
320,2.8
320,2.8
320,2.6
320,2.6
312,2.6
-68,2.6
-60,2.6
-56,2.6
-52,2.6
-52,2.6
-52,2.6
-52,2.6
-52,2.6
-52,2.6
332,2.6
324,2.6
320,2.6
320,2.6
320,2.6
316,2.6
316,2.4
-60,2.6
-56,2.6
-52,2.6
-52,2.6
-52,2.6
-52,2.6
-52,2.6
-52,2.6
-48,2.6
328,2.6
320,2.6
320,2.4
320,2.6
316,2.4
320,2.4
-68,2.4
-56,2.4
-56,2.4
-52,2.4
-52,2.4
-52,2.6
-52,2.6
-52,2.4
-52,2.4
-48,2.4
328,2.6
320,2.4
320,2.6
320,2.4
320,2.4
316,2.4
-60,2.4
-56,2.4
-52,2.4
-52,2.4
-52,2.4
-52,2.4
-52,2.4
-48,2.4
-48,2.4
328,2.4
324,2.4
324,2.4
320,2.4
320,2.4
316,2.2
-64,2.4
-56,2.4
-52,2.4
-52,2.4
-44,2.4
-52,2.4
-52,2.4
-52,2.2
-52,2.4
-52,2.4
332,2.4
324,2.4
320,2.2
320,2.2
320,2.2
320,2.2
-56,2
-56,2.4
-52,2.2
-52,2.2
-52,2.2
-52,2.2
-52,2.4
-52,2.2
-52,2
-52,2
324,2.4
324,2
320,2
320,2
316,2
-64,2
-56,2.2
-52,2.2
-52,2
-52,2
-52,2
-52,2.2
-48,2
-48,2
-48,2
-44,2
324,2
324,2
320,2
320,2
316,1.8
-56,2
-56,2
-52,2
-52,2
-52,1.8
-52,2
-52,2
-52,1.8
-48,2
-48,2
332,2
324,1.8
324,1.8
320,1.6
320,1.8
-64,1.6
-56,1.6
-52,1.6
-52,1.8
-52,1.6
-52,1.6
-52,1.8
-48,1.6
-52,1.6
-48,1.6
-48,1.6
332,1.6
324,1.6
324,1.6
320,1.6
320,1.6
-56,1.4
-52,1.4
-52,1.6
-52,1.6
-52,1.6
-52,1.6
-52,1.6
-48,1.6
-48,1.6
-44,1.6
-48,1.4
328,1.4
324,1.4
324,1.4
320,1.4
-64,1.4
-52,1.2
-52,1.4
-52,1.2
-52,1.4
-52,1.4
-52,1.4
-40,1.2
-48,1.2
-44,1.4
-44,1.2
-44,1.2
328,1.2
324,1.2
320,1.2
320,1.2
-56,1.2
-52,1
-52,1.2
-52,1
-52,1.2
-48,1.2
-48,1.2
-52,1.2
-48,1.2
-48,1.2
-44,1
336,1
328,1
324,1
320,1
-64,1
-52,0.8
-52,0.8
-52,0.8
-52,1
-48,1
-48,0.8
-48,0.6
-48,0.8
-48,1
-48,0.8
-44,0.8
332,0.8
324,0.8
320,0.6
320,0.6
-52,0.8
-52,0.8
-52,0.8
-52,0.8
-52,0.8
-48,0.8
-48,0.8
-52,0.8
-48,0.6
-44,0.8
-44,0.8
-44,0.8
328,0.6
324,0.6
320,0.4
-60,0.6
-52,0.4
-52,0.4
-48,0.8
-52,0.6
-48,0.6
-48,0.6
-48,0.4
-48,0.6
-44,0.6
-44,0.4
-44,0.4
-44,0.4
328,0.4
324,0.4
320,0.4
-52,0.4
-52,0.4
-52,0.4
-52,0.4
-48,0.4
-48,0.4
-44,0.4
-48,0.4
-44,0.4
-44,0.4
-44,0.4
-48,0.4
336,0.4
328,0.4
324,0.2
-60,0.2
-52,0.4
-52,0.2
-52,0.2
-48,0.2
-44,0.4
-48,0.4
-44,0
-44,0.2
-44,0.4
-44,0.2
-44,0.2
-44,0.2
332,0.2
328,0.2
324,0
-52,0
-52,0.2
-48,0
-48,0
-44,0
-48,0.2
-44,0.2
-44,0
-44,0
-44,0
-44,0
-44,0
-44,0
328,0
324,0
-56,0
-52,-0.2
-48,-0.2
-48,-0.2
-44,0
-48,0
-44,0
-48,-0.2
-44,-0.2
-44,0
-44,-0.2
-44,-0.2
-44,-0.2
-44,0
328,-0.2
324,-0.2
-52,-0.2
-48,-0.2
-48,-0.2
-44,-0.4
-44,0
-44,-0.2
-44,-0.2
-44,-0.2
-40,-0.4
-44,-0.2
-44,-0.2
-44,-0.4
-44,-0.4
336,-0.4
328,-0.2
-52,-0.4
-48,-0.4
-44,-0.4
-44,-0.4
-44,-0.4
-44,-0.4
-44,-0.4
-44,-0.6
-44,-0.4
-44,-0.4
-44,-0.4
-44,-0.4
-44,-0.4
-44,-0.4
336,-0.4
328,-0.4
-52,-0.6
-44,-0.4
-44,-0.6
-44,-0.4
-44,-0.6
-44,-0.4
-44,-0.4
-44,-0.6
-44,-0.6
-44,-0.6
-44,-0.6
-44,-0.6
-44,-0.8
-44,-0.6
332,-0.6
-52,-0.8
-44,-0.6
-44,-0.6
-44,-0.6
-44,-0.8
-44,-0.4
-44,-0.6
-44,-0.8
-44,-0.8
-36,-0.8
-44,-0.8
-44,-0.8
-44,-0.6
-44,-0.8
-40,-0.8
328,-0.8
-44,-0.8
-44,-0.8
-44,-0.8
-44,-0.8
-44,-0.8
-44,-0.4
-40,-0.8
-44,-0.8
-44,-0.8
-40,-1
-44,-0.8
-40,-0.8
-40,-0.8
-40,-1
332,-0.8
-48,-1
-44,-0.8
-44,-1
-44,-0.8
-40,-1
-44,-1
-40,-1
-44,-1.2
-40,-1.2
-40,-1.2
-40,-1
-40,-1.2
-40,-1
-40,-1.2
-40,-1.2
336,-1
-44,-1.2
-40,-1.2
-40,-1.2
-40,-1.2
-44,-1.2
-40,-1.2
-40,-1
-40,-1.2
-36,-1.2
-36,-1.2
-40,-1.2
-40,-1.2
-40,-1.2
-40,-1.2
-40,-1.2
-44,-1.2
-40,-1.2
-44,-1.2
-40,-1.2
-44,-1.2
-40,-1.2
-40,-1
-40,-1.2
-40,-1.2
-40,-1.4
-36,-1.4
-40,-1.2
-44,-1.2
-36,-1.2
-36,-1.2
-40,-1.2
-36,-1.2
-36,-1.2
-40,-1.2
-36,-1.2
-40,-1.2
-36,-1.2
-40,-1.2
-36,-1.6
-40,-1.4
-40,-1.4
-40,-1.4
-40,-1.4
-36,-1.4
-36,-1.4
-40,-1.6
-36,-1.4
-36,-1.4
-40,-1.4
-36,-1.4
-40,-1.4
-40,-1.4
-36,-1.2
-36,-1.2
-36,-1.6
-36,-1.6
-44,-1.6
-36,-1.6
-36,-1.6
-36,-1.4
-36,-1.4
-40,-1.6
-32,-1.6
-36,-1.4
-24,-1.6
-32,-1.4
-32,-1.6
-32,-1.6
-36,-1.2
-32,-1.8
